brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Renault,Kiger,RXZ,2023,Petrol,Automatic,33421,949,18.7,4+ Owners,Kochi,5,Excellent,True,365000
Mercedes-Benz,C-Class,C 220d,2022,Petrol,Automatic,49064,1993,17.3,1st Owner,Bengaluru,5,Poor,False,2310000
Hyundai,Grand i10 Nios,Asta,2022,Petrol,Manual,48131,1247,19.3,1st Owner,Hyderabad,5,Poor,True,250000
MG,Astor,Super,2021,Petrol,Automatic,48872,1498,15.8,2nd Owner,Ahmedabad,5,Good,True,510000
MG,Astor,Sharp,2017,Petrol,Manual,69819,1548,13.8,2nd Owner,Chennai,5,Fair,True,350000
Renault,Kwid,RXT,2015,Petrol,Manual,148925,1049,21.8,1st Owner,Kochi,5,Good,False,120000
Mercedes-Benz,E-Class,E 200,2023,Petrol,Automatic,37907,2043,15.5,4+ Owners,Kochi,5,Excellent,False,3475000
Hyundai,i20,Asta,2016,Petrol,Automatic,95540,1147,20.4,1st Owner,Delhi,5,Fair,False,175000
Audi,Q3,35 TDI Quattro,2020,Petrol,Automatic,67153,1934,16.5,2nd Owner,Ahmedabad,5,Fair,False,1530000
Kia,Seltos,X-Line,2017,Petrol,Manual,71472,1547,16.6,4+ Owners,Mumbai,5,Fair,False,350000
Renault,Triber,LXL,2022,Petrol,Automatic,27946,1049,17.7,3rd Owner,Bengaluru,7,Poor,False,230000
Honda,WR-V,VX,2022,Petrol,Manual,21837,1548,18.4,4+ Owners,Chandigarh,5,Excellent,True,410000
Mercedes-Benz,GLC,GLC 220d,2018,Diesel,Automatic,80197,1993,15.6,1st Owner,Delhi,5,Excellent,False,2295000
Maruti Suzuki,Dzire,ZXi,2020,CNG,Automatic,38741,1197,23.5,2nd Owner,Ahmedabad,5,Good,False,300000
Mahindra,Scorpio-N,Z6,2019,Petrol,Manual,60420,2184,15.5,3rd Owner,Surat,7,Fair,False,400000
BMW,3 Series,320d Luxury Line,2023,Petrol,Automatic,22223,1945,16.9,2nd Owner,Vadodara,5,Fair,True,2655000
Kia,Seltos,X-Line,2018,Diesel,Automatic,51325,1497,15.7,2nd Owner,Chandigarh,5,Excellent,True,430000
Mercedes-Benz,E-Class,E 220d,2019,Petrol,Automatic,54523,1993,15.4,1st Owner,Surat,5,Good,True,3160000
Tata,Harrier,Smart,2020,Diesel,Automatic,44892,2006,15.4,3rd Owner,Ahmedabad,5,Fair,True,585000
Mahindra,Scorpio-N,Z2,2016,Petrol,Manual,133643,2184,14.1,1st Owner,Bengaluru,7,Fair,True,350000
Kia,Carens,Luxury,2021,Petrol,Automatic,40214,1547,16.4,2nd Owner,Chandigarh,7,Excellent,False,560000
Mercedes-Benz,E-Class,E 350d,2015,Petrol,Automatic,84603,2043,14.3,3rd Owner,Jaipur,5,Excellent,False,1325000
Maruti Suzuki,Baleno,Delta,2021,CNG,Automatic,43507,1197,24.0,4+ Owners,Pune,5,Good,True,280000
Audi,A4,40 TFSI Premium,2014,Petrol,Automatic,78928,1934,17.8,3rd Owner,Surat,5,Fair,False,660000
Skoda,Octavia,L&K,2019,Petrol,Automatic,101570,2034,15.9,4+ Owners,Bengaluru,5,Excellent,True,805000
Volkswagen,Polo,Highline,2022,Petrol,Automatic,44930,1049,18.6,1st Owner,Pune,5,Good,True,435000
Skoda,Octavia,Style,2014,Petrol,Automatic,88584,1984,16.9,2nd Owner,Delhi,5,Fair,False,460000
Skoda,Slavia,Active,2017,Petrol,Automatic,53872,1448,19.6,3rd Owner,Ahmedabad,5,Good,False,350000
Hyundai,Alcazar,Prestige,2015,Petrol,Manual,122475,1493,17.1,4+ Owners,Kolkata,7,Excellent,False,350000
Maruti Suzuki,Ertiga,VXi,2022,Petrol,Automatic,54429,1462,19.9,4+ Owners,Kolkata,7,Good,True,395000
MG,Astor,Super,2017,Petrol,Manual,89132,1548,13.4,3rd Owner,Lucknow,5,Excellent,True,350000
Audi,Q3,40 TFSI,2015,Diesel,Automatic,92429,1984,14.8,3rd Owner,Chennai,5,Excellent,False,835000
MG,Hector,Shine,2020,Diesel,Manual,66397,1906,16.0,1st Owner,Kochi,5,Good,True,705000
MG,Hector,Shine,2020,Diesel,Manual,79648,1956,14.8,2nd Owner,Pune,5,Poor,True,410000
Renault,Kiger,RXT,2022,Petrol,Manual,32269,1049,19.3,2nd Owner,Vadodara,5,Excellent,True,385000
Toyota,Camry,2.5 Hybrid,2018,Hybrid,Automatic,52552,2487,19.0,1st Owner,Surat,5,Fair,False,1470000
Renault,Kiger,RXT,2016,Petrol,Automatic,126176,999,19.7,4+ Owners,Bengaluru,5,Excellent,True,135000
Maruti Suzuki,Wagon R,ZXi,2018,Petrol,Automatic,86505,998,25.9,2nd Owner,Pune,5,Fair,False,150000
Audi,A4,40 TFSI Premium,2024,Petrol,Automatic,24321,1934,17.6,2nd Owner,Vadodara,5,Fair,True,3075000
BMW,3 Series,320d Luxury Line,2022,Diesel,Automatic,45837,1945,16.6,4+ Owners,Hyderabad,5,Poor,False,1465000
Maruti Suzuki,Wagon R,ZXi,2013,CNG,Manual,182512,998,26.3,2nd Owner,Bengaluru,5,Good,False,120000
Audi,Q3,40 TFSI,2021,Diesel,Automatic,45101,1934,16.2,1st Owner,Bengaluru,5,Excellent,False,2285000
Mercedes-Benz,GLC,GLC 220d,2018,Diesel,Automatic,88237,1943,13.4,2nd Owner,Kolkata,5,Fair,False,1595000
Audi,A6,45 TFSI Premium Plus,2014,Petrol,Automatic,112373,1934,15.3,4+ Owners,Bengaluru,5,Good,True,900000
BMW,5 Series,530d M Sport,2023,Petrol,Automatic,34269,1945,17.4,1st Owner,Hyderabad,5,Poor,False,3300000
Mahindra,Thar,LX Diesel AT,2013,Petrol,Manual,96622,2184,14.2,1st Owner,Surat,4,Fair,True,350000
Volkswagen,Virtus,Highline,2021,Petrol,Automatic,38086,1548,18.8,4+ Owners,Vadodara,5,Good,True,475000
Toyota,Camry,2.5 Hybrid,2016,Hybrid,Automatic,104965,2487,19.5,4+ Owners,Chennai,5,Good,True,825000
Tata,Nexon,Smart,2019,Diesel,Manual,43499,1199,18.4,1st Owner,Delhi,5,Excellent,False,345000
Hyundai,i20,Asta,2018,Petrol,Automatic,85949,1147,21.0,2nd Owner,Vadodara,5,Good,True,245000
Mahindra,XUV300,W8(O),2015,Petrol,Automatic,131336,1547,20.1,4+ Owners,Surat,5,Poor,False,120000
BMW,5 Series,530d M Sport,2014,Petrol,Automatic,160608,1945,18.3,1st Owner,Jaipur,5,Good,False,1225000
Mercedes-Benz,C-Class,C 220d,2017,Diesel,Automatic,60228,1993,15.8,3rd Owner,Pune,5,Fair,False,1225000
Mercedes-Benz,C-Class,C 300d,2024,Diesel,Automatic,19051,2043,17.1,1st Owner,Kolkata,5,Poor,False,3290000
Maruti Suzuki,Dzire,LXi,2018,CNG,Automatic,116270,1247,23.2,1st Owner,Kochi,5,Fair,True,215000
BMW,3 Series,320d Luxury Line,2018,Diesel,Automatic,72915,2045,15.1,1st Owner,Vadodara,5,Fair,False,1400000
Kia,Seltos,X-Line,2018,Diesel,Automatic,47402,1447,17.7,1st Owner,Kochi,5,Fair,True,410000
MG,Astor,Super,2013,Petrol,Automatic,153679,1448,15.3,3rd Owner,Chennai,5,Excellent,False,350000
Skoda,Octavia,L&K,2020,Petrol,Automatic,47042,1934,16.5,4+ Owners,Kochi,5,Good,True,960000
Maruti Suzuki,Ertiga,ZXi Plus,2014,Petrol,Manual,132603,1412,21.1,3rd Owner,Vadodara,7,Poor,True,120000
Toyota,Fortuner,2.7 4x2,2024,Diesel,Automatic,29317,2755,12.9,4+ Owners,Chennai,7,Fair,True,1805000
Tata,Harrier,Adventure,2020,Diesel,Automatic,92717,1956,15.5,1st Owner,Delhi,5,Poor,False,575000
Honda,Amaze,E,2018,Petrol,Manual,86196,1149,19.5,1st Owner,Kolkata,5,Good,True,245000
Kia,Carens,Luxury Plus,2021,Diesel,Automatic,34402,1547,17.3,3rd Owner,Kochi,7,Good,True,530000
Volkswagen,Polo,Comfortline,2017,Petrol,Manual,99467,949,17.5,1st Owner,Delhi,5,Good,True,185000
Kia,Sonet,HTK,2015,Petrol,Manual,115483,1247,18.0,3rd Owner,Delhi,5,Excellent,True,150000
Renault,Kwid,CLIMBER,2013,Petrol,Manual,135724,999,21.3,2nd Owner,Pune,5,Poor,False,120000
Audi,Q3,40 TFSI,2016,Diesel,Automatic,109137,2034,16.3,2nd Owner,Delhi,5,Excellent,False,995000
MG,Hector,Style,2022,Petrol,Manual,28028,1906,15.8,2nd Owner,Surat,5,Poor,True,565000
Maruti Suzuki,Wagon R,LXi,2015,Petrol,Automatic,112404,1048,26.3,4+ Owners,Vadodara,5,Good,False,120000
Skoda,Kushaq,Ambition,2018,Petrol,Manual,66914,1448,19.3,3rd Owner,Vadodara,5,Fair,False,350000
Kia,Carens,Premium,2021,Diesel,Automatic,55204,1497,17.3,3rd Owner,Jaipur,7,Good,False,480000
BMW,X1,sDrive20i,2013,Petrol,Automatic,140736,1945,17.2,2nd Owner,Hyderabad,5,Fair,False,550000
Audi,A6,45 TFSI Premium Plus,2024,Petrol,Automatic,21938,2034,12.7,1st Owner,Kochi,5,Poor,False,3450000
Volkswagen,Polo,Trendline,2022,Petrol,Manual,47883,999,19.4,3rd Owner,Bengaluru,5,Fair,False,260000
Volkswagen,Taigun,Topline,2017,Petrol,Automatic,86717,1498,17.6,1st Owner,Mumbai,5,Poor,True,350000
Skoda,Octavia,Style,2019,Petrol,Automatic,59929,1984,16.7,2nd Owner,Kolkata,5,Poor,True,775000
Audi,Q3,40 TFSI,2023,Diesel,Automatic,16666,1934,14.7,3rd Owner,Mumbai,5,Poor,True,1865000
Toyota,Glanza,S,2022,CNG,Manual,33176,1147,22.5,2nd Owner,Bengaluru,5,Fair,False,315000
Renault,Kwid,CLIMBER,2015,Petrol,Manual,152803,949,20.9,4+ Owners,Kochi,5,Excellent,True,120000
Maruti Suzuki,Dzire,ZXi,2016,CNG,Automatic,88855,1247,24.3,2nd Owner,Vadodara,5,Good,False,155000
Audi,A6,45 TFSI Technology,2022,Petrol,Automatic,47046,2034,14.7,3rd Owner,Surat,5,Fair,False,2610000
Hyundai,i20,Asta(O),2024,Petrol,Manual,28870,1247,21.0,2nd Owner,Kolkata,5,Excellent,True,530000
Tata,Tiago,XT,2013,Petrol,Manual,124891,1249,21.2,4+ Owners,Ahmedabad,5,Excellent,False,120000
Audi,A6,45 TFSI Premium Plus,2023,Petrol,Automatic,34051,1984,14.6,1st Owner,Delhi,5,Good,False,4180000
Hyundai,Creta,E,2018,Petrol,Manual,69914,1547,17.1,1st Owner,Kolkata,5,Fair,False,350000
Tata,Altroz,XM,2020,Diesel,Automatic,83805,1149,18.4,2nd Owner,Pune,5,Fair,True,270000
Honda,Civic,V,2024,Petrol,Automatic,28578,1849,16.3,2nd Owner,Delhi,5,Fair,True,1125000
Tata,Safari,Smart,2020,Diesel,Manual,42872,1906,17.5,3rd Owner,Surat,7,Poor,False,485000
Audi,A6,45 TFSI Premium Plus,2020,Petrol,Automatic,74845,1934,12.9,1st Owner,Pune,5,Good,True,2910000
Skoda,Slavia,Active,2021,Petrol,Manual,34400,1448,18.4,2nd Owner,Lucknow,5,Good,False,520000
Audi,A4,40 TFSI Premium,2015,Petrol,Automatic,112991,2034,16.8,3rd Owner,Mumbai,5,Good,False,820000
Mahindra,Bolero,B6(O),2024,Diesel,Manual,30412,1543,14.6,1st Owner,Kolkata,7,Good,True,710000
MG,Astor,Style,2015,Petrol,Automatic,127516,1448,15.1,3rd Owner,Chandigarh,5,Poor,True,350000
Honda,City,VX,2022,Hybrid,Automatic,35072,1498,17.6,1st Owner,Hyderabad,5,Good,True,770000
Skoda,Octavia,Style,2019,Petrol,Automatic,53302,1984,14.3,3rd Owner,Delhi,5,Good,True,880000
Skoda,Octavia,L&K,2020,Petrol,Automatic,69483,2034,15.9,1st Owner,Chandigarh,5,Fair,True,1135000
Maruti Suzuki,Ertiga,ZXi Plus,2015,Petrol,Automatic,141077,1512,20.2,4+ Owners,Bengaluru,7,Poor,False,120000
Hyundai,Verna,S+,2013,Diesel,Manual,136897,1447,19.1,3rd Owner,Ahmedabad,5,Good,True,350000
Kia,Sonet,HTK,2017,Petrol,Automatic,72689,1247,19.2,4+ Owners,Kolkata,5,Fair,True,160000
MG,Astor,Smart,2021,Petrol,Automatic,49409,1448,13.5,4+ Owners,Kolkata,5,Good,False,385000
Hyundai,Grand i10 Nios,Asta,2022,Petrol,Automatic,60450,1147,20.6,1st Owner,Delhi,5,Good,False,370000
Audi,A4,40 TFSI Technology,2024,Petrol,Automatic,27500,1984,18.8,4+ Owners,Jaipur,5,Excellent,False,2590000
Toyota,Fortuner,Legender,2023,Petrol,Automatic,32053,2755,15.1,4+ Owners,Pune,7,Poor,True,1315000
BMW,X1,sDrive20d,2013,Petrol,Automatic,177435,1995,17.1,1st Owner,Bengaluru,5,Fair,False,610000
Tata,Nexon,Pure,2016,Petrol,Manual,119431,1249,17.4,3rd Owner,Kochi,5,Excellent,False,170000
BMW,5 Series,520d Luxury Line,2018,Diesel,Automatic,46697,2045,17.5,1st Owner,Lucknow,5,Fair,False,2125000
Honda,Civic,ZX,2022,Petrol,Automatic,25332,1799,15.2,2nd Owner,Lucknow,5,Poor,False,745000
Tata,Altroz,XZ+,2018,Diesel,Automatic,109396,1149,20.0,1st Owner,Ahmedabad,5,Excellent,True,260000
Kia,Seltos,HTX,2016,Petrol,Automatic,61973,1497,17.7,1st Owner,Surat,5,Poor,False,350000
Toyota,Innova Crysta,VX,2021,Diesel,Manual,61160,2393,15.1,4+ Owners,Ahmedabad,7,Good,True,745000
Volkswagen,Polo,GT TSI,2017,Petrol,Automatic,93731,1049,18.0,1st Owner,Jaipur,5,Good,False,210000
BMW,5 Series,530d M Sport,2014,Diesel,Automatic,172432,1995,18.5,1st Owner,Chennai,5,Excellent,False,1205000
Honda,WR-V,SV,2014,Petrol,Manual,111868,1548,18.6,2nd Owner,Delhi,5,Fair,True,130000
BMW,3 Series,320d Luxury Line,2015,Petrol,Automatic,119593,1995,17.4,3rd Owner,Ahmedabad,5,Poor,False,585000
Audi,Q3,40 TFSI,2014,Diesel,Automatic,144903,1984,15.2,2nd Owner,Chandigarh,5,Excellent,True,775000
Audi,Q3,40 TFSI,2018,Diesel,Automatic,115798,1984,17.1,4+ Owners,Surat,5,Poor,False,695000
Toyota,Camry,2.5 Hybrid,2013,Hybrid,Automatic,83975,2487,19.6,3rd Owner,Lucknow,5,Good,False,640000
Mahindra,XUV700,MX,2020,Diesel,Manual,69062,2184,14.1,2nd Owner,Chandigarh,7,Poor,True,460000
Toyota,Glanza,S,2015,Petrol,Automatic,81798,1247,20.9,2nd Owner,Chandigarh,5,Poor,True,120000
Kia,Carens,Luxury,2013,Petrol,Automatic,178299,1497,16.2,4+ Owners,Hyderabad,7,Excellent,True,350000
Audi,A4,40 TFSI Technology,2016,Petrol,Automatic,79482,2034,16.5,2nd Owner,Hyderabad,5,Excellent,True,1135000
Hyundai,Grand i10 Nios,Sportz,2023,Petrol,Automatic,35504,1247,20.8,3rd Owner,Jaipur,5,Poor,False,240000
BMW,5 Series,530d M Sport,2015,Diesel,Automatic,125144,1995,16.5,4+ Owners,Chennai,5,Fair,False,880000
Skoda,Slavia,Ambition,2014,Petrol,Manual,174103,1548,19.8,2nd Owner,Pune,5,Fair,False,350000
Renault,Triber,LXL,2023,Petrol,Automatic,47568,1049,18.3,4+ Owners,Vadodara,7,Good,False,330000
Kia,Seltos,HTE,2022,Petrol,Automatic,32769,1497,18.3,3rd Owner,Vadodara,5,Poor,False,445000
Tata,Altroz,XM,2019,CNG,Automatic,60821,1249,20.4,1st Owner,Kolkata,5,Poor,True,220000
Renault,Kiger,RXZ,2013,Petrol,Manual,110025,949,19.4,1st Owner,Vadodara,5,Fair,True,120000
Honda,Civic,V,2014,Petrol,Automatic,141052,1849,15.1,3rd Owner,Pune,5,Poor,True,350000
Audi,Q3,40 TFSI,2019,Petrol,Automatic,43625,1984,15.3,4+ Owners,Hyderabad,5,Good,True,1310000
Mahindra,Thar,LX Diesel AT,2015,Diesel,Manual,91973,2184,14.1,2nd Owner,Vadodara,4,Excellent,False,350000
Maruti Suzuki,Grand Vitara,Zeta,2018,Hybrid,Manual,82479,1440,26.8,3rd Owner,Jaipur,5,Fair,True,350000
Mahindra,Thar,LX Petrol AT,2017,Diesel,Manual,85353,2184,16.5,1st Owner,Lucknow,4,Poor,True,350000
Toyota,Fortuner,2.8 4x4 AT,2016,Petrol,Manual,65638,2755,14.2,2nd Owner,Hyderabad,7,Fair,True,740000
Tata,Safari,Accomplished,2023,Diesel,Automatic,41247,1956,15.6,4+ Owners,Delhi,7,Poor,True,665000
Volkswagen,Virtus,Topline,2018,Petrol,Manual,89430,1448,17.6,4+ Owners,Ahmedabad,5,Poor,True,350000
MG,Hector,Shine,2022,Petrol,Automatic,39324,2006,14.5,2nd Owner,Delhi,5,Fair,True,790000
Hyundai,i20,Asta,2016,Petrol,Manual,130122,1197,20.7,3rd Owner,Jaipur,5,Good,False,145000
Volkswagen,Virtus,Highline,2024,Petrol,Manual,13043,1498,19.9,1st Owner,Bengaluru,5,Poor,False,670000
Renault,Kiger,RXT,2018,Petrol,Manual,84681,949,20.0,1st Owner,Ahmedabad,5,Good,True,225000
BMW,5 Series,530d M Sport,2022,Petrol,Automatic,24775,1995,16.5,3rd Owner,Hyderabad,5,Poor,False,2235000
Honda,Amaze,VX,2022,Petrol,Manual,38986,1149,19.2,1st Owner,Vadodara,5,Excellent,False,445000
Tata,Safari,Accomplished,2024,Diesel,Automatic,20716,2006,14.9,4+ Owners,Jaipur,7,Fair,False,865000
Renault,Kwid,RXT,2021,Petrol,Manual,29468,949,22.3,1st Owner,Vadodara,5,Poor,True,190000
Tata,Harrier,Fearless,2023,Diesel,Automatic,34901,1956,16.4,4+ Owners,Delhi,5,Poor,True,630000
Toyota,Camry,2.5 Hybrid,2016,Hybrid,Automatic,128548,2487,18.3,3rd Owner,Lucknow,5,Poor,False,665000
Mercedes-Benz,GLC,GLC 300,2021,Diesel,Automatic,58235,2043,14.4,2nd Owner,Pune,5,Excellent,False,2925000
Honda,WR-V,SV,2021,Diesel,Manual,73421,1548,18.0,3rd Owner,Surat,5,Fair,False,295000
Kia,Seltos,HTE,2023,Petrol,Manual,41162,1447,16.0,4+ Owners,Surat,5,Fair,False,480000
Hyundai,Creta,SX(O),2015,Petrol,Manual,122278,1547,16.1,3rd Owner,Kolkata,5,Fair,True,350000
Tata,Punch,Creative,2019,CNG,Manual,70459,1199,18.9,4+ Owners,Chennai,5,Good,True,170000
Audi,A6,45 TFSI Premium Plus,2021,Petrol,Automatic,68408,1934,14.4,2nd Owner,Delhi,5,Excellent,True,3020000
Mercedes-Benz,C-Class,C 200,2023,Petrol,Automatic,28216,1943,15.7,3rd Owner,Chandigarh,5,Poor,True,2285000
Maruti Suzuki,Grand Vitara,Alpha,2023,Hybrid,Manual,25614,1490,28.0,2nd Owner,Vadodara,5,Fair,False,620000
MG,Hector,Style,2020,Petrol,Automatic,68367,1956,17.2,4+ Owners,Chandigarh,5,Fair,True,435000
MG,Hector,Smart,2016,Diesel,Manual,114588,2006,15.3,2nd Owner,Pune,5,Poor,True,350000
Mercedes-Benz,C-Class,C 200,2019,Petrol,Automatic,59730,1993,17.6,2nd Owner,Kolkata,5,Good,False,1990000
Kia,Carens,Prestige,2020,Petrol,Automatic,80851,1447,17.3,2nd Owner,Chennai,7,Fair,False,405000
Hyundai,Creta,S,2014,Diesel,Automatic,94047,1447,18.2,4+ Owners,Bengaluru,5,Poor,False,350000
Renault,Kwid,CLIMBER,2017,Petrol,Manual,92144,949,22.1,4+ Owners,Chandigarh,5,Fair,False,120000
Honda,WR-V,VX,2013,Petrol,Manual,104526,1448,17.6,1st Owner,Ahmedabad,5,Good,False,150000
Renault,Kwid,RXT,2023,Petrol,Automatic,42328,1049,23.4,1st Owner,Delhi,5,Good,True,370000
Maruti Suzuki,Baleno,Alpha,2016,Petrol,Automatic,86059,1147,23.3,2nd Owner,Chandigarh,5,Excellent,False,170000
Hyundai,i20,Sportz,2019,Petrol,Manual,71462,1247,20.5,1st Owner,Bengaluru,5,Poor,True,210000
Hyundai,Grand i10 Nios,Asta,2020,Petrol,Manual,46043,1247,20.2,1st Owner,Lucknow,5,Good,True,280000
Volkswagen,Taigun,Topline,2019,Petrol,Manual,40374,1548,18.0,1st Owner,Kolkata,5,Poor,False,370000
Honda,Amaze,S,2017,Petrol,Automatic,90607,1199,17.4,1st Owner,Pune,5,Fair,False,195000
Renault,Kwid,RXT,2020,Petrol,Automatic,35241,999,20.9,2nd Owner,Mumbai,5,Fair,True,180000
Honda,City,ZX,2024,Petrol,Automatic,14664,1448,16.8,4+ Owners,Vadodara,5,Excellent,True,755000
Renault,Kiger,RXE,2015,Petrol,Manual,164285,949,19.6,3rd Owner,Bengaluru,5,Poor,False,120000
Tata,Tiago,XE,2015,Petrol,Manual,83747,1199,19.9,3rd Owner,Surat,5,Fair,True,120000
BMW,3 Series,320d Luxury Line,2019,Diesel,Automatic,51008,1995,15.9,1st Owner,Delhi,5,Poor,False,1465000
BMW,X1,sDrive20i,2024,Petrol,Automatic,19122,1945,15.8,4+ Owners,Lucknow,5,Fair,True,2080000
Honda,City,V,2015,Petrol,Automatic,84988,1548,18.7,3rd Owner,Hyderabad,5,Excellent,False,350000
Maruti Suzuki,Wagon R,LXi,2014,CNG,Manual,85531,948,25.0,3rd Owner,Mumbai,5,Fair,False,120000
Toyota,Camry,2.5 Hybrid,2020,Hybrid,Automatic,89070,2487,18.4,4+ Owners,Chandigarh,5,Poor,True,1070000
Skoda,Octavia,Style,2013,Petrol,Automatic,136876,1934,15.3,2nd Owner,Pune,5,Fair,True,365000
Tata,Safari,Pure,2020,Diesel,Manual,54504,1906,16.5,1st Owner,Lucknow,7,Good,True,795000
Hyundai,Creta,EX,2014,Petrol,Automatic,80434,1447,17.8,1st Owner,Delhi,5,Excellent,False,350000
Toyota,Fortuner,Legender,2018,Petrol,Manual,109955,2755,15.3,4+ Owners,Kochi,7,Excellent,True,795000
MG,Astor,Smart,2021,Petrol,Automatic,70044,1548,14.5,2nd Owner,Vadodara,5,Excellent,True,565000
Mercedes-Benz,E-Class,E 220d,2020,Petrol,Automatic,70164,2043,13.7,2nd Owner,Jaipur,5,Excellent,True,3255000
Hyundai,Verna,SX,2024,Diesel,Automatic,28790,1497,18.3,1st Owner,Chandigarh,5,Fair,True,815000
Kia,Carens,Premium,2014,Diesel,Manual,99681,1497,16.3,3rd Owner,Delhi,7,Poor,False,350000
Maruti Suzuki,Brezza,VXi,2023,Petrol,Manual,32097,1412,19.2,2nd Owner,Kolkata,5,Poor,True,400000
Honda,Amaze,E,2022,Petrol,Manual,59259,1249,18.8,4+ Owners,Kochi,5,Good,False,285000
Volkswagen,Virtus,GT Plus,2015,Petrol,Manual,130914,1548,19.0,2nd Owner,Surat,5,Fair,True,350000
Renault,Kwid,CLIMBER,2023,Petrol,Manual,45028,999,21.4,3rd Owner,Chennai,5,Good,False,240000
Skoda,Slavia,Ambition,2024,Petrol,Automatic,16216,1548,17.2,4+ Owners,Vadodara,5,Poor,False,465000
Tata,Safari,Pure,2018,Diesel,Manual,84904,1956,16.7,1st Owner,Lucknow,7,Excellent,False,620000
Honda,WR-V,SV,2014,Diesel,Manual,92194,1498,18.1,3rd Owner,Surat,5,Fair,True,130000
Kia,Seltos,GTX+,2015,Diesel,Manual,104321,1497,16.9,3rd Owner,Chennai,5,Fair,False,350000
BMW,3 Series,320d Sport,2023,Diesel,Automatic,32073,1945,14.9,1st Owner,Kolkata,5,Fair,False,3045000
Toyota,Glanza,G,2020,CNG,Manual,48669,1247,21.7,3rd Owner,Ahmedabad,5,Good,True,270000
Hyundai,i20,Magna,2014,Petrol,Automatic,167396,1197,20.8,3rd Owner,Bengaluru,5,Poor,True,120000
BMW,3 Series,330i M Sport,2016,Diesel,Automatic,81270,1945,17.2,1st Owner,Kolkata,5,Fair,True,1145000
MG,Hector,Shine,2017,Diesel,Manual,85385,1956,17.2,2nd Owner,Chennai,5,Fair,True,365000
Maruti Suzuki,Ciaz,Sigma,2015,Petrol,Automatic,119941,1512,19.9,4+ Owners,Bengaluru,5,Fair,True,135000
Audi,Q3,35 TDI Quattro,2017,Diesel,Automatic,119668,2034,16.5,4+ Owners,Delhi,5,Excellent,False,910000
Renault,Kiger,RXT,2016,Petrol,Automatic,75189,949,19.2,4+ Owners,Chandigarh,5,Excellent,False,135000
Kia,Seltos,HTX,2020,Petrol,Automatic,34559,1447,18.2,3rd Owner,Mumbai,5,Good,True,460000
Maruti Suzuki,Swift,ZXi,2013,Petrol,Automatic,118017,1197,23.2,2nd Owner,Vadodara,5,Good,True,120000
Maruti Suzuki,Ciaz,Alpha,2014,Petrol,Automatic,101813,1412,21.1,4+ Owners,Kochi,5,Poor,False,120000
Toyota,Innova Crysta,GX,2013,Diesel,Automatic,96603,2393,16.1,2nd Owner,Chennai,7,Poor,True,350000
Honda,Civic,V,2016,Diesel,Automatic,120022,1749,16.6,3rd Owner,Surat,5,Fair,False,350000
MG,Astor,Sharp,2016,Petrol,Manual,94090,1498,14.2,4+ Owners,Chandigarh,5,Poor,True,350000
Kia,Seltos,GTX+,2017,Petrol,Manual,107983,1547,16.3,1st Owner,Pune,5,Excellent,False,365000
Honda,City,V,2018,Hybrid,Manual,70175,1498,18.6,4+ Owners,Chandigarh,5,Poor,False,350000
Audi,Q3,40 TFSI,2016,Diesel,Automatic,139105,1934,17.0,3rd Owner,Lucknow,5,Excellent,True,870000
Hyundai,Grand i10 Nios,Sportz,2015,CNG,Manual,92860,1197,21.7,3rd Owner,Delhi,5,Excellent,True,120000
Mahindra,Bolero,B6,2013,Diesel,Manual,149137,1493,15.2,2nd Owner,Kochi,7,Fair,True,120000
Volkswagen,Polo,Highline,2013,Petrol,Automatic,156494,999,19.4,4+ Owners,Lucknow,5,Fair,False,120000
BMW,3 Series,330i M Sport,2014,Petrol,Automatic,137822,1995,16.0,1st Owner,Delhi,5,Poor,False,690000
Audi,A4,40 TFSI Technology,2022,Petrol,Automatic,53425,1934,16.5,4+ Owners,Kolkata,5,Fair,True,1645000
Audi,A4,40 TFSI Technology,2017,Petrol,Automatic,51099,2034,16.7,1st Owner,Pune,5,Excellent,True,1550000
Kia,Carens,Luxury,2020,Diesel,Manual,90994,1447,17.1,2nd Owner,Vadodara,7,Poor,False,350000
Mahindra,XUV700,AX7L,2017,Diesel,Manual,98187,2184,14.7,2nd Owner,Mumbai,7,Fair,True,365000
Tata,Nexon,Fearless,2016,Petrol,Automatic,124028,1149,17.5,4+ Owners,Jaipur,5,Poor,True,120000
Skoda,Slavia,Style,2019,Petrol,Manual,71376,1448,17.9,1st Owner,Kolkata,5,Excellent,False,440000
Honda,Amaze,VX,2023,Petrol,Manual,44923,1199,17.9,3rd Owner,Hyderabad,5,Poor,False,260000
Tata,Tiago,XE,2023,Electric,Manual,21929,1199,21.2,1st Owner,Surat,5,Good,True,375000
Honda,Civic,VX,2024,Diesel,Automatic,30594,1799,15.7,4+ Owners,Pune,5,Poor,False,710000
Mahindra,Scorpio-N,Z6,2022,Petrol,Manual,44657,2184,13.3,3rd Owner,Kochi,7,Fair,True,610000
BMW,X1,sDrive20d,2014,Petrol,Automatic,146407,2045,15.7,2nd Owner,Hyderabad,5,Excellent,True,740000
Honda,Amaze,VX,2014,Petrol,Automatic,86828,1249,18.7,3rd Owner,Surat,5,Excellent,False,120000
Kia,Sonet,HTE,2019,Petrol,Automatic,45940,1197,17.7,1st Owner,Pune,5,Excellent,False,360000
